0.00018039,0.00015898,6.1017e-05,-7.8926e-05,0.00033695,0.00018923,-0.00022735,-0.00014547,0.00016229,-0.00015214,0.00011595,0.00026374,-6.9706e-05,0.00021689,7.9593e-06,-3.7791e-05,0.00019235,-8.2066e-05,0.00023353,-8.5354e-05,-0.00011513,7.854e-05,0.00021962,-4.4188e-05,-0.00017269,3.052e-05,0.00031786,-7.8241e-05,-2.839e-05,4.4903e-05,7.125e-05,0.00010884,-0.0001083,0.00018072,0.0001951,-2.8741e-05,-4.9224e-05,-5.3493e-05,-2.3128e-05,0.00016486,-5.6841e-06,-5.1646e-05,-0.00013661
0.00023829,0.000156,-0.00015525,-0.00012025,0.00017063,0.00013969,-0.00018876,-1.2545e-05,0.00019841,-7.6789e-05,0.00017894,0.00028155,2.0836e-06,0.00024804,-5.4547e-05,7.2572e-05,7.181e-05,-8.8686e-05,8.4622e-05,-0.00013087,-7.1669e-05,0.00022029,8.7368e-05,-0.00012447,-0.00021158,-0.00011327,0.00014645,-0.00010345,5.8668e-05,7.1765e-05,0.00022423,5.4586e-05,2.4361e-05,0.00020504,0.00021608,2.7359e-05,1.4969e-05,6.2913e-05,0.00016102,0.00016815,2.2304e-05,1.7497e-05,-2.1294e-05
7.0318e-05,-1.5177e-05,-0.00020372,-7.9072e-05,-0.00019151,-9.8089e-05,-2.3482e-05,-3.1382e-05,0.00022493,6.084e-05,0.00016208,0.00015004,9.1217e-05,0.00025472,-2.0554e-05,0.00044042,2.7658e-05,-2.5572e-05,-2.9253e-05,-1.0991e-06,4.0004e-05,0.00025153,-3.6275e-05,-6.303e-05,-3.1374e-05,-0.00012066,1.0598e-05,2.3316e-05,0.00010321,-6.2852e-05,0.0002287,-2.4347e-05,7.3098e-05,8.7222e-05,5.7758e-05,8.2486e-05,0.00014124,2.0546e-05,0.00025406,0.00014299,4.517e-05,2.5399e-05,9.5412e-05
-3.1474e-05,-0.00022819,-0.0001236,0.00014423,-0.0003421,-0.00022332,5.0541e-05,0.00013759,0.00018536,0.00012366,0.0002576,-3.9207e-06,0.0001365,0.0002087,6.0235e-05,0.00038238,-0.00019828,7.9613e-05,-0.00010508,5.2585e-05,0.00022795,0.00027203,-8.3207e-05,1.6612e-05,0.00013743,-2.3742e-05,-8.1058e-05,7.6451e-05,0.00016422,-5.5777e-05,0.00019553,2.9372e-05,6.5932e-05,8.9218e-05,2.2142e-05,0.00018472,0.00027807,6.0884e-05,0.00020289,7.259e-05,0.00017214,6.2042e-05,0.00011264
-0.00028346,-0.00021459,5.9331e-05,0.00012847,-7.19e-05,-0.00014264,0.00019478,6.4197e-05,-9.4387e-05,8.9265e-05,3.9814e-05,-0.0001234,0.00019431,-4.1926e-05,3.0354e-05,0.00032638,2.991e-05,3.5357e-05,-0.00011731,9.0919e-05,0.00030086,8.6403e-05,-0.00010703,0.00010372,0.00024558,9.6392e-06,-0.00018241,0.00010633,0.00022662,2.0058e-05,0.00010734,7.6434e-05,8.6874e-05,-2.141e-05,-3.3626e-05,0.00024958,0.00024335,8.9543e-05,0.00011277,3.4326e-05,0.00026057,0.00012071,0.00020719
-0.00026975,-3.1005e-05,0.00021852,0.00015242,8.7841e-05,5.0205e-07,0.00017328,0.0001744,-0.00016697,0.00017547,-4.5165e-06,-0.00022537,0.00016949,-0.00022144,2.8996e-05,6.8847e-05,2.5199e-05,8.2591e-05,-0.00014512,9.9067e-05,0.00033508,-3.2401e-05,-5.5203e-05,0.00015116,0.00025732,0.00012981,-0.00012108,0.00018832,0.00023463,0.00011074,3.3184e-05,3.9642e-05,7.7538e-05,-6.6786e-05,-7.1561e-05,0.00022164,0.00022098,0.00015997,-5.2594e-06,-0.00010094,0.00016991,8.258e-05,0.00028163
0.00017147,0.00017057,0.00017303,-3.0368e-05,0.00031225,0.00020047,-0.00011012,0.00028215,-0.00024496,0.00025017,-0.00014901,-0.00011954,0.00025047,-0.00031122,9.1413e-05,-0.00015848,-4.2214e-06,0.00020452,-2.0225e-05,0.00022969,0.00021027,-0.00012993,-1.607e-05,0.00020675,0.00029277,0.00024802,-8.4303e-05,0.00023716,9.2664e-05,6.8656e-05,-7.838e-05,-7.9292e-06,0.00015635,-5.2904e-05,4.6154e-06,0.00015981,0.00012163,0.00014972,-3e-05,-3.7248e-05,0.00018168,1.2688e-05,0.00018398
0.00017611,8.027e-05,1.903e-05,-0.00020434,0.00019809,0.00018395,-0.00025498,0.0002495,-0.00020199,0.00023265,-0.00023222,-9.7374e-05,0.00016349,-0.00029692,0.00011387,-0.00026805,4.2853e-06,0.00031249,0.00011169,0.00026927,0.0001952,-0.00021304,7.2488e-06,0.00025014,0.00026501,0.00030248,2.2036e-05,0.00025898,7.0657e-05,7.351e-05,-0.00017259,5.1686e-05,0.00018269,-7.6537e-05,7.5313e-06,4.4511e-05,-5.86e-05,0.00010136,-0.00016879,-5.1309e-05,2.072e-05,5.0858e-05,0.00019915
0.00013117,0.00010217,-0.00024318,-0.00016963,-0.00014854,8.4434e-06,-0.00019029,0.00014571,-0.0001321,0.00019569,-0.00021038,-7.1477e-05,-2.4775e-05,-0.00022901,0.00019767,-0.00032853,2.4913e-05,0.00028442,0.00020416,0.0002052,-4.7632e-05,-0.00027819,6.8981e-05,0.00017467,0.00025206,0.00021909,0.00010184,0.00014447,-5.9234e-06,0.00021834,-0.00026829,4.2733e-05,0.00014888,-4.6165e-05,-1.4807e-05,-0.00012368,-0.00010932,0.00013358,-0.00013709,-4.4565e-05,-7.9671e-05,7.9518e-05,-1.7158e-05
9.2057e-05,-0.00016138,-0.00011831,8.8264e-05,-0.00027218,-7.4883e-05,6.7309e-05,0.00012619,-8.4761e-05,8.0472e-05,-0.00026161,-5.3225e-05,-0.00015198,-0.00014676,0.00021861,-0.00036113,0.00014809,0.0002466,0.00014613,0.00021565,-0.0001944,-0.00020634,0.0001935,0.00022241,0.00014021,0.00015013,0.00015047,5.1249e-05,-0.00014858,0.00016442,-0.00015955,9.3923e-05,7.1591e-05,-1.9456e-05,-2.3919e-05,-0.00013657,-0.00024403,6.7113e-05,-5.4864e-05,-5.9597e-05,-0.00012972,0.00014514,-1.6305e-05
