5.7
10.15
14.8
19.8
24.5
30
35.1
4040.4
45.1
51.1
55
60
65.5
70.3
75.6
80.6
90.8
100.9
121.5
130
141
151.2
160.5
171.5
181
190.8
200
211.5
221.6
231.4
241.5
251
