4.4179e-06,-2.0746e-05,-0.00030874,-0.0001527,8.0753e-05,5.4224e-05,6.2883e-05,7.1128e-05,2.3737e-06,-0.00010184,-0.00011485,-0.00011793,9.1145e-07,-0.00017529,0.00011194,-0.0003374,8.1823e-06,-0.00033757,-5.0554e-05,-0.00018336,-0.00012197,-0.00027152,-0.00026825,0.00011074,-2.1149e-06,6.2492e-05
-0.00019211,4.0736e-05,-0.00019868,-0.00012775,2.488e-05,-3.7686e-05,1.9188e-05,-1.5719e-06,3.4386e-05,-6.3491e-05,-9.1425e-05,-5.2635e-05,-0.00012779,-0.00015156,7.2601e-05,-0.00028133,-0.0001542,-0.00016745,6.3132e-05,-0.00014724,-6.3458e-05,-0.00019141,-0.00014463,-1.3829e-05,8.8563e-05,6.2981e-05
-0.00015474,0.00012305,-3.0903e-05,-6.9372e-05,3.4328e-05,-0.00015765,3.9196e-06,-0.00011199,7.2303e-05,9.4219e-05,0.00010726,0.00014142,-0.00019595,2.0559e-05,-8.3513e-05,-9.2156e-05,-0.00016188,-8.6912e-05,6.0987e-05,2.02e-05,5.7767e-05,-3.6631e-05,-1.8301e-05,-7.8248e-05,0.00011864,1.7185e-05
-0.00014351,1.6136e-05,6.299e-05,-3.1764e-05,-0.00011568,-0.00017325,-0.00013546,-0.00012668,-5.5427e-05,0.00010579,0.00014668,8.5186e-05,-0.00019822,4.8059e-06,-0.00015298,1.4659e-05,-0.00017523,7.3329e-05,3.3721e-05,3.9196e-05,9.3031e-05,-7.8356e-06,-8.2101e-06,-0.00017989,1.7281e-05,-9.0572e-05
-7.4669e-05,-0.0001456,5.7918e-05,4.1593e-05,-0.00021444,-0.00017267,-0.00025014,-0.00020667,-0.00018788,1.8575e-05,4.237e-05,2.529e-05,-0.00011308,6.752e-05,-0.00023284,6.8433e-05,-0.00014788,7.7492e-05,-9.4432e-05,3.3998e-05,2.8605e-06,2.8152e-05,1.7496e-05,-0.00020282,-0.00016249,-0.00020412
2.9557e-05,-0.00025136,8.5859e-05,0.00011061,-0.00019945,1.9042e-05,-0.00016,-0.0001429,-0.00020158,-0.00010848,-4.1062e-05,-0.00013198,7.3658e-05,7.8137e-05,-0.00018204,0.00011905,7.1151e-05,0.00010042,-0.00014652,6.7701e-05,3.7873e-05,3.4991e-05,3.5825e-05,-9.419e-05,-0.00018157,-0.0001233
8.7507e-05,-0.0002139,0.00016203,0.00018221,-0.00013487,1.1259e-05,-9.3064e-05,-2.7566e-05,-0.0001714,-0.00020675,-0.00017659,-0.0001803,0.00018795,0.00021586,-0.00012692,9.834e-05,6.2133e-05,5.5637e-05,-0.00020701,8.2345e-05,-3.1901e-05,5.4133e-05,3.6182e-05,-2.3947e-06,-0.00014732,-0.00010657
0.00014967,-7.5753e-05,0.00028277,0.00023927,-3.7788e-05,9.8618e-05,5.6067e-05,3.6168e-05,-1.192e-05,-0.00016371,-0.00020663,-0.00012035,0.00018416,2.5643e-05,2.1785e-05,0.00019888,0.0001486,0.00025861,-0.00015226,0.00014216,-3.6786e-05,9.4127e-05,0.00014396,7.33e-05,-9.0895e-05,-1.3816e-05
0.00010184,-3.5675e-05,0.00024844,0.0001226,3.5855e-05,7.1084e-05,9.7274e-05,0.00011846,3.3649e-05,-6.7145e-05,-0.00016586,-0.00010229,0.00013481,0.00019948,0.00010535,0.00021668,0.00014804,0.00021842,-3.3671e-05,0.0001026,-0.00011419,0.00014767,0.00018307,7.0537e-06,-4.5495e-05,1.1048e-05
9.8763e-05,5.7984e-05,0.00010473,-9.9624e-06,9.0123e-05,0.00015016,9.954e-05,9.9161e-05,3.9885e-05,4.25e-05,7.64e-06,1.2342e-05,7.5399e-05,-1.0838e-06,7.5326e-05,0.00020767,0.00013586,0.00016522,5.9847e-05,-1.6578e-05,-0.0001845,0.0001099,0.00020999,6.177e-05,-1.4844e-05,-5.1629e-06
0.00018027,7.1246e-05,-2.5643e-05,-0.00011899,0.0001388,0.00018824,0.00010794,0.0002214,0.00021267,0.00019606,0.00014555,0.00014663,0.00014798,-0.0001112,0.00011668,0.00019269,0.00018902,-7.3124e-05,0.00014697,-0.00011225,4.9198e-06,6.3343e-05,0.00015845,0.00011825,5.0855e-05,5.0077e-05
0.00026336,0.00010139,-0.00017169,-0.00015711,0.00017479,0.00022037,0.00013526,0.00020212,0.00027487,0.00014176,0.00017809,0.00016498,0.00016984,-0.00011581,0.00015462,-1.4175e-05,0.00026243,-0.0001248,0.00010241,-9.0264e-05,6.4102e-05,-5.7642e-05,6.3709e-05,0.0002125,3.4655e-05,0.00012222
0.00026972,0.00021114,-0.00018482,-9.375e-05,0.0001495,0.00026525,0.00015326,0.0003337,5.805e-05,0.0001071,0.00016846,0.00011498,0.00011706,-0.00018328,0.00022057,-4.379e-05,0.00023155,-0.00015509,0.00014215,-0.00010845,0.00013869,-5.8392e-05,-6.5759e-05,0.00023145,0.00012257,0.00020433
0.00020711,0.00031067,-0.00016432,9.6105e-05,0.00026986,0.00014334,0.00022098,0.00032751,0.0001851,0.00014369,0.00015901,0.0001602,8.8857e-05,-3.8122e-06,0.00028826,-0.00016037,0.00015857,-0.00012413,0.00017858,-2.2817e-05,0.00011987,-6.4743e-05,-0.00011521,0.00028039,0.00022135,0.00027984
-3.0701e-05,0.0002768,-5.3266e-05,5.4576e-05,0.00022199,-4.0876e-05,0.00015525,0.00020862,0.00027847,0.00010404,4.944e-05,0.00010981,-5.751e-05,3.7719e-05,0.00022844,-0.00020189,4.5801e-06,-0.00010026,0.00021442,4.2883e-05,0.00011293,-2.0433e-05,-0.00016135,0.0001611,0.00033366,0.00023076
-7.3834e-05,0.00027425,1.3107e-05,6.0007e-05,0.00012537,-0.00012574,0.00011942,-2.0826e-05,0.00026433,0.00017815,0.00013949,0.00025329,-9.7905e-05,2.1409e-05,7.9317e-05,-2.8313e-05,-7.9954e-05,7.1591e-05,0.00019664,0.00013239,0.00015153,2.5244e-05,-7.5736e-06,1.2213e-05,0.00025505,0.00016391
-0.0001519,0.00012348,5.6738e-05,5.5055e-05,6.5184e-05,-0.00017284,-6.1292e-05,-0.00016953,9.1391e-05,0.00016795,0.00019525,0.00018896,-0.0001298,8.2187e-05,1.5707e-05,-4.3322e-06,-0.00020192,0.00011915,0.00012845,0.00011085,0.00012209,0.0001096,4.8335e-05,-7.8307e-05,0.00016466,8.8234e-06
-0.00013668,-3.0834e-05,8.7583e-05,2.608e-05,-0.00016144,-0.00019804,-0.00018354,-0.00016709,-0.00010472,0.00011577,0.00017139,0.00012395,-0.00012269,0.00010859,-0.00014581,7.5897e-05,-0.00016356,0.00011145,1.0414e-05,4.4856e-05,0.00015242,8.9102e-05,-7.6325e-06,-0.00013011,-1.6786e-05,-0.00013075
-2.2472e-05,-9.5045e-05,0.00019625,0.00017099,-0.00015852,4.1937e-06,-0.00019574,-0.00011237,-0.00016742,1.2173e-05,5.3149e-05,-3.0324e-05,6.5195e-05,0.00015192,-0.00017531,2.311e-05,-2.6687e-06,0.00013127,-8.5902e-05,0.00011065,0.00011079,6.5048e-05,7.8624e-05,-7.1151e-05,-9.2361e-05,-0.00012852
-5.2985e-05,-0.00022491,0.00020978,0.00020313,-0.00010369,4.5401e-05,-0.00014606,-5.4611e-05,-0.00019385,-7.1336e-05,-0.0001208,-0.00017393,0.00012003,0.00026317,-0.00010898,0.00010915,5.329e-05,0.0001294,-0.00012393,0.00011658,1.3227e-06,6.1367e-05,3.0798e-05,-2.2281e-05,-0.00012351,-7.263e-05
1.474e-05,-0.00016126,0.00022589,0.00021568,-8.9159e-05,6.6768e-05,-2.1282e-05,8.7814e-05,-0.00022962,-0.00019009,-0.00028112,-0.00024395,0.00010487,0.00023302,-0.00010744,0.00011819,7.7219e-05,0.00014236,-0.000221,0.0001514,-0.00013739,8.4282e-05,0.00010284,-5.0464e-05,-0.00012511,-3.8229e-05
5.0736e-05,-6.8921e-05,0.00022894,0.00016396,5.7272e-05,4.4042e-05,6.3235e-05,-4.4001e-06,-1.8508e-05,-0.00018154,-0.00019636,-0.00013179,-3.5524e-05,0.00019389,6.1804e-06,0.00018737,9.5075e-05,0.00014317,-6.1496e-05,0.00014946,-0.000106,0.00016889,0.00017124,1.6123e-05,-5.7655e-05,9.9802e-06
5.5725e-05,-7.4281e-06,7.457e-05,1.6076e-05,-3.2876e-05,8.1839e-05,4.9432e-05,4.562e-05,2.3461e-05,-0.0001062,-9.9266e-05,-6.2689e-05,0.00011858,2.8796e-05,4.401e-05,0.00015585,2.6291e-05,0.00012909,-5.5913e-06,4.0859e-05,-0.00010929,7.2911e-05,0.00021313,-9.5132e-05,-6.1396e-05,-3.9833e-05
0.00015495,7.3918e-06,-3.7292e-05,-9.4027e-05,1.4856e-05,9.3466e-05,7.3814e-05,-6.562e-06,6.681e-05,-8.3173e-07,-1.8222e-05,4.6123e-05,0.00010623,-0.0001128,8.9453e-05,0.00010202,6.254e-05,1.8326e-05,1.9152e-05,-0.00011895,-3.0426e-05,4.5132e-05,0.00020776,2.5808e-05,-7.6331e-07,-3.6285e-05
